"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5076.png\" alt=\"Prescriptions\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:326px;top:602px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(4) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"clinics.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc2 > a:nth-child(5)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5069.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:20px;top:676px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(5) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5069.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:20px;top:676px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(5) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5069.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:20px;top:676px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(5) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5077.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:20px;top:676px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(5) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5077.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:20px;top:676px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(5) > img:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5077.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:20px;top:676px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(5) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"register.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc2 > a:nth-child(6)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5070.png\" alt=\"Register With Us\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:326px;top:676px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(6) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5070.png\" alt=\"Register With Us\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:326px;top:676px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(6) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5070.png\" alt=\"Register With Us\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:326px;top:676px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(6) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5078.png\" alt=\"Register With Us\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:326px;top:676px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(6) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5078.png\" alt=\"Register With Us\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:326px;top:676px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(6) > img:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5078.png\" alt=\"Register With Us\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:326px;top:676px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(6) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"location.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc2 > a:nth-child(7)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5071.png\" alt=\"Find Us\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:20px;top:750px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(7) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5071.png\" alt=\"Find Us\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:20px;top:750px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(7) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5071.png\" alt=\"Find Us\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:20px;top:750px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(7) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5079.png\" alt=\"Find Us\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:20px;top:750px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(7) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5079.png\" alt=\"Find Us\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:20px;top:750px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(7) > img:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5079.png\" alt=\"Find Us\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:20px;top:750px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(7) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"feedback.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc2 > a:nth-child(8)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5072.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:326px;top:750px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(8) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5072.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:326px;top:750px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(8) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5072.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:326px;top:750px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(8) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5080.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:326px;top:750px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(8) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5080.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:326px;top:750px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(8) > img:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5080.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:326px;top:750px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(8) > img:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:20px;top:140px;width:900px;height:305px; background-color: #E8F3D8;\"></span>","#xr_xrc2 > span:nth-child(9)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:20px;top:140px;width:900px;height:107px; background-color: #8AC53A;\"></span>","#xr_xrc2 > span:nth-child(10)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G18.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 4.5:1.","warning","<h1 class=\"xr_tl Main_Page_Title xr_s0\" style=\"top: 0px; margin: 0px;\">Welcome to Sett Valley </h1>","#xr_xrc2 > div:nth-child(11) > h1:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G18.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 4.5:1.","warning","<h1 class=\"xr_tl Main_Page_Title xr_s0\" style=\"top: 42.66px; margin: 0px;\">Medical Centre</h1>","#xr_xrc2 > div:nth-child(11) > h1:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<h1 class=\"xr_tl Main_Page_Title xr_s2\" style=\"top: 0px; margin: 0px;\">Sett Valley Medical Centre is a...</h1>","#xr_xrc2 > div:nth-child(12) > h1:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<h1 class=\"xr_tl Main_Page_Title xr_s2\" style=\"top: 21.33px; margin: 0px;\">practice in New Mills, Derbyshi...</h1>","#xr_xrc2 > div:nth-child(12) > h1:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"Main_Page_Title Page_description_bullets xr_s3\" style=\"\">•</span>","#xr_xrc2 > div:nth-child(12) > span:nth-child(3) > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"xr_tl Main_Page_Title Page_description_bullets xr_s2\" style=\"left: 24.69px; top: 50.66px;\">provides personal care of the h...</span>","#xr_xrc2 > div:nth-child(12) > span:nth-child(4)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"Main_Page_Title Page_description_bullets xr_s3\" style=\"\">•</span>","#xr_xrc2 > div:nth-child(12) > span:nth-child(5) > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"xr_tl Main_Page_Title Page_description_bullets xr_s2\" style=\"left: 24.69px; top: 71.99px;\">improves the health of the prac...</span>","#xr_xrc2 > div:nth-child(12) > span:nth-child(6)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"Main_Page_Title Page_description_bullets xr_s3\" style=\"\">•</span>","#xr_xrc2 > div:nth-child(12) > span:nth-child(7) > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"xr_tl Main_Page_Title Page_description_bullets xr_s2\" style=\"left: 24.69px; top: 93.32px;\">offers services locally, so pat...</span>","#xr_xrc2 > div:nth-child(12) > span:nth-child(8)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"xr_tl Main_Page_Title Page_description_bullets xr_s2\" style=\"left: 24.69px; top: 114.64999999999999px;\">to travel</span>","#xr_xrc2 > div:nth-child(12) > span:nth-child(9)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"Main_Page_Title Page_description_bullets xr_s3\" style=\"\">•</span>","#xr_xrc2 > div:nth-child(12) > span:nth-child(10) > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"xr_tl Main_Page_Title Page_description_bullets xr_s2\" style=\"left: 24.69px; top: 135.98000000000002px;\">gives patients the best service...</span>","#xr_xrc2 > div:nth-child(12) > span:nth-child(11)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"xr_tl Main_Page_Title Page_description_bullets xr_s2\" style=\"left: 24.69px; top: 157.3px;\">pleasant surroundings.</span>","#xr_xrc2 > div:nth-child(12) > span:nth-child(12)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","warning","<img class=\"xr_rn_ xr_ap\" src=\"index_htm_files/4058.jpg\" alt=\"\" title=\"\" style=\"left:470px;top:140px;width:450px;height:305px;\">","#xr_xrc2 > img:nth-child(13)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_ap\" src=\"index_htm_files/4058.jpg\" alt=\"\" title=\"\" style=\"left:470px;top:140px;width:450px;height:305px;\">","#xr_xrc2 > img:nth-child(13)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G18.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 4.5:1.","warning","<h1 class=\"xr_tl Main_Page_Title xr_s4\" style=\"top: 0px; margin: 0px;\">How can we help you today?</h1>","#xr_xrc2 > div:nth-child(14) > h1"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/2238.png\" alt=\"\" title=\"\" style=\"left:682px;top:327px;width:238px;height:143px;\">","#xr_xrc2 > img:nth-child(15)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/2238.png\" alt=\"\" title=\"\" style=\"left:682px;top:327px;width:238px;height:143px;\">","#xr_xrc2 > img:nth-child(15)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G18.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 4.5:1.","warning","<h1 class=\"xr_tl Main_Page_Title xr_s5\" style=\"top: 0px; margin: 0px;\">Latest News</h1>","#xr_xrc2 > div:nth-child(16) > h1"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:626px;top:528px;width:294px;height:284px; background-color: #FDEAD2;\"></span>","#xr_xrc2 > span:nth-child(17)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_1.H64.1","Iframe element requires a non-empty title attribute that identifies the frame.","error","<iframe id=\"news940\" src=\"assets/latestnewsticker.htm\" width=\"264\" height=\"247\" scrolling=\"no\" frameborder=\"0\" marginheight=\"0\" marginwidth=\"0\"></iframe>","#news940"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<a href=\"https://patient.emisaccess.co.uk/\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,10)\"><span class=\"Normal_text xr_s6\"...</a>","#xr_xrc2 > div:nth-child(20) > div > span > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"https://patient.emisaccess.co.uk/\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,10)\"><span class=\"Normal_text xr_s6\"...</a>","#xr_xrc2 > div:nth-child(20) > div > span > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"Normal_text xr_s6\" style=\"\">Login to Online Services</span>","#xr_xrc2 > div:nth-child(20) > div > span > a > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"xr_tr Normal_text xr_s6\" style=\"left: 0px; top: 0px; width: 83px;\">Main Menu</span>","#xr_xrc2 > div:nth-child(21) > div > span"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H30.2","Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","error","<a href=\"#\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc2 > a:nth-child(22)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"#\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc2 > a:nth-child(22)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/4.png\" alt=\"\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:20px;top:10px;width:10px;height:10px;\">","#xr_xrc2 > a:nth-child(22) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/4.png\" alt=\"\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:20px;top:10px;width:10px;height:10px;\">","#xr_xrc2 > a:nth-child(22) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5.png\" alt=\"\" title=\"\" style=\"left:0px;top:30px;width:369px;height:109px;\">","#xr_xrc2 > img:nth-child(23)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5.png\" alt=\"\" title=\"\" style=\"left:0px;top:30px;width:369px;height:109px;\">","#xr_xrc2 > img:nth-child(23)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:0px;top:1058px;width:940px;height:30px; background-color: #666666;\"></span>","#xr_xrc2 > div:nth-child(24) > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"xr_tl Normal_text xr_s7\" style=\"top: 0px;\">© Sett Valley Medical Centre, 2...</span>","#xr_xrc2 > div:nth-child(25) > div > span"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<a href=\"privacypolicy.htm\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,10)\"><span class=\"Normal_text xr_s8\"...</a>","#xr_xrc2 > div:nth-child(25) > div > span > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"privacypolicy.htm\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,10)\"><span class=\"Normal_text xr_s8\"...</a>","#xr_xrc2 > div:nth-child(25) > div > span > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"Normal_text xr_s8\" style=\"\">Our Privacy Policy</span>","#xr_xrc2 > div:nth-child(25) > div > span > a > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"xr_tr Normal_text xr_s7\" style=\"left: 0px; top: 0px; width: 191px;\">Website Design: GC_Wood</span>","#xr_xrc2 > div:nth-child(26) > div > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:0px;top:846px;width:940px;height:212px; background-color: #CCCCCC;\"></span>","#xr_xrc2 > div:nth-child(27) > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"xr_tl Normal_text xr_s10\" style=\"top: 0px;\">New Mills Surgery:</span>","#xr_xrc2 > div:nth-child(28) > div > span:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"xr_tl Normal_text xr_s11\" style=\"top: 33.18px;\">Sett Valley Medical Centre</span>","#xr_xrc2 > div:nth-child(28) > div > span:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"xr_tl Normal_text xr_s11\" style=\"top: 49.769999999999996px;\">Hyde Bank Road </span>","#xr_xrc2 > div:nth-child(28) > div > span:nth-child(3)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"xr_tl Normal_text xr_s11\" style=\"top: 66.36px;\">New Mills</span>","#xr_xrc2 > div:nth-child(28) > div > span:nth-child(4)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span class=\"xr_tl Normal_text xr_s11\" style=\"top: 82.95px;\">High Peak</span>","#xr_xrc2 > div:nth-child(28) > div > span:nth-child(5)"
